---- ma-ff: ../data/simple/pfile.proto ----
84 2 3 2 2 3 1 1 1 2 3 2 2 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 1 11 15 11 8 1
84 2 3 2 2 3 1 1 1 2 3 2 2 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 0 11 15 11 8 1
79 2 3 2 2 3 1 1 1 2 3 2 0 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 4 11 15 11 8 1
77 2 3 2 2 3 1 1 1 2 3 2 1 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 4 11 15 11 8 1
77 2 3 2 2 3 3 1 1 2 3 2 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 16 0 5 7 4 3 15 11 8 1
76 2 3 2 2 3 1 1 1 2 3 2 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 4 11 15 11 8 3
83 2 3 2 2 2 1 1 1 2 3 2 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 16 0 5 7 12 11 15 11 8 1
76 2 3 2 2 3 1 1 1 2 3 2 1 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 16 0 5 7 0 11 15 11 8 1
71 2 0 2 2 3 3 1 1 2 3 2 0 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 16 14 5 7 0 3 15 11 8 1
67 2 3 2 2 3 3 1 1 2 3 2 0 0 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 16 1 5 7 0 3 15 11 8 1
61 2 3 2 2 3 3 1 1 2 3 2 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 16 2 5 7 0 3 15 11 8 1
61 2 3 2 2 3 3 1 1 2 3 2 2 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 16 2 5 7 0 3 15 11 8 1
57 2 3 2 2 3 3 1 1 3 3 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 0 0 15 11 4 1
58 2 3 2 2 3 3 1 3 3 3 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 16 2 5 7 0 0 15 3 4 1
63 2 3 2 2 3 3 1 1 3 3 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 3 0 15 11 4 1
51 2 3 2 2 3 3 1 1 2 3 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 16 2 5 7 0 0 15 11 8 1
58 2 0 2 2 3 3 1 1 3 3 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 16 14 5 7 0 0 15 11 4 1
58 2 3 2 2 3 3 1 1 3 3 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 1 5 7 0 0 15 11 4 1
56 2 3 2 2 3 3 1 1 3 3 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 0 0 15 11 4 1
60 2 3 2 2 3 3 1 1 3 3 1 2 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 0 0 15 11 4 1
61 2 3 2 2 3 3 1 1 3 3 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 0 0 15 11 4 1
60 2 3 2 2 3 3 1 1 3 3 2 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 16 2 5 7 0 0 15 11 4 1
46 2 3 2 2 3 3 1 3 2 3 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 16 2 5 7 0 0 15 3 8 1
56 2 3 2 2 3 3 1 3 3 3 1 0 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 16 2 5 7 0 0 15 0 4 1
94 2 0 2 0 0 2 1 1 1 2 0 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 16 14 5 6 8 7 15 11 12 10
81 2 0 2 0 0 2 1 1 1 3 0 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 16 14 5 6 8 7 15 11 12 4
68 2 0 2 0 0 2 1 1 3 2 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
75 2 0 2 0 0 2 1 1 3 3 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
57 2 0 2 0 3 2 1 1 3 2 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
86 2 0 2 0 0 2 1 1 3 2 0 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 1 10
68 2 0 2 0 0 2 1 1 3 2 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
69 2 0 2 0 0 2 1 1 3 2 0 2 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
73 2 0 2 0 0 2 1 1 3 2 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
72 2 0 2 0 0 2 1 1 3 2 2 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 16 14 5 6 8 7 15 11 3 10
82 2 0 2 0 3 2 1 1 3 3 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 2 7 15 11 3 4
79 2 0 2 0 0 2 1 1 3 3 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 1 4
74 2 0 2 0 0 2 1 1 3 3 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
64 2 0 2 0 0 2 1 1 3 3 0 2 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
74 2 0 2 0 0 2 1 1 3 3 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
64 2 0 2 0 0 2 1 1 3 3 2 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 16 14 5 6 8 7 15 11 3 4
72 2 0 2 0 3 2 1 1 1 2 0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 2 7 15 11 12 10
68 2 0 2 0 3 2 1 1 3 2 0 1 1 0 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 1 10
65 2 0 2 0 3 2 1 1 3 2 0 1 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
63 2 0 2 0 3 2 1 1 3 2 0 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
62 2 0 2 0 3 2 1 1 3 2 0 2 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 2 7 15 11 3 10
73 2 0 2 0 3 2 1 1 3 3 0 2 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 2 7 15 11 3 4
72 2 0 2 0 3 2 1 1 1 2 0 2 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 2 7 15 11 12 10
67 2 0 2 0 3 2 1 1 3 2 0 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
66 2 0 2 0 3 2 1 1 3 3 0 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
59 2 0 2 3 3 2 1 1 3 2 0 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
86 2 0 2 0 3 2 1 1 1 2 0 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
65 2 0 2 0 3 2 1 1 3 2 0 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
72 2 0 2 0 3 2 1 1 3 2 1 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
68 2 0 2 0 3 2 1 1 3 3 1 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
55 2 0 2 3 3 2 1 1 3 2 1 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
92 2 0 2 0 3 2 1 1 1 2 1 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
86 2 0 2 0 3 2 1 1 3 2 1 2 0 0 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 0 10
68 2 0 2 0 3 2 1 1 3 2 1 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
72 2 0 2 0 3 2 1 1 3 2 1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
72 2 0 2 0 3 2 1 1 3 2 2 2 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 16 14 5 6 0 7 15 11 3 10
83 2 0 2 3 3 2 1 1 3 3 1 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
70 2 0 2 3 3 2 1 1 1 2 1 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
66 2 0 2 3 3 2 1 1 3 2 1 2 1 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 0 10
54 2 0 2 3 3 2 1 1 3 2 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
53 2 0 2 3 3 2 1 1 3 2 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
56 2 0 2 3 3 2 1 1 3 2 2 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
72 2 0 2 3 3 2 1 1 3 3 0 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
74 2 0 2 0 3 2 1 1 1 3 0 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
64 2 0 2 0 3 2 1 1 3 3 0 2 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
73 2 0 2 0 3 2 1 1 3 3 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
74 2 0 2 0 3 2 1 1 3 3 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
69 2 0 2 0 3 2 1 1 3 3 2 2 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 4
70 2 0 2 3 3 2 1 1 1 2 0 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
84 2 0 2 0 3 2 1 1 1 2 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
89 2 0 2 0 3 2 1 1 1 2 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
88 2 0 2 0 3 2 1 1 1 2 2 2 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 16 14 5 6 0 7 15 11 12 10
77 2 0 2 3 3 2 1 1 3 3 2 2 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 4
76 2 0 2 3 3 2 1 1 3 2 2 2 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 4 7 15 11 3 10
69 2 0 2 3 3 2 1 1 1 2 2 2 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 16 14 5 2 0 7 15 11 12 10
58 2 0 2 3 3 2 1 1 3 2 2 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
54 2 0 2 3 3 2 1 1 3 2 2 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 16 14 5 2 0 7 15 11 3 10
71 2 0 2 3 3 2 1 1 1 3 0 2 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 4
70 2 0 2 0 3 2 1 1 1 3 0 2 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 2 7 15 11 12 4
82 2 0 2 0 3 2 1 1 1 3 0 2 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
76 2 0 2 0 3 2 1 1 1 3 0 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
79 2 0 2 0 3 2 1 1 1 3 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
76 2 0 2 0 3 2 1 1 1 3 1 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
79 2 0 2 0 3 2 1 1 1 3 2 2 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 4
63 2 0 2 0 3 3 1 1 3 3 0 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
61 2 0 2 3 3 3 1 1 3 3 0 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
60 2 0 2 0 3 3 1 1 3 3 0 2 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 4 15 11 3 1
71 2 0 2 0 3 3 1 1 1 3 0 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
65 2 0 2 0 3 3 1 1 3 3 0 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 1 15 11 3 1
68 2 0 2 0 3 3 1 1 3 3 0 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
70 2 0 2 0 3 3 1 1 3 3 0 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
68 2 0 2 0 3 3 1 1 3 3 1 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
62 2 0 2 0 3 3 1 1 3 3 2 2 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
64 2 0 2 3 3 3 1 1 1 3 0 2 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
64 2 0 2 0 3 3 1 1 1 3 0 2 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 2 4 15 11 12 1
77 2 0 2 0 3 3 1 1 1 3 0 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 1 15 11 12 1
71 2 0 2 0 3 3 1 1 1 3 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
72 2 0 2 0 3 3 1 1 1 3 0 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
71 2 0 2 0 3 3 1 1 1 3 1 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
71 2 0 2 0 3 3 1 1 1 3 2 2 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
60 2 0 2 3 3 3 1 1 3 3 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
67 2 0 2 0 3 3 1 1 3 3 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 2
67 2 0 2 0 3 3 1 1 3 3 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 4 15 11 3 1
59 2 0 2 0 3 2 1 1 3 3 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
70 2 0 2 0 3 3 1 1 3 3 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
62 2 0 2 0 3 3 1 1 3 3 2 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
60 2 0 2 3 3 3 1 1 3 3 2 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
59 2 0 2 0 3 3 1 1 3 3 2 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 2
74 2 0 2 0 3 3 1 1 1 3 2 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
64 2 0 2 0 3 2 1 1 3 3 2 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
62 2 0 2 0 3 3 1 1 3 3 2 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
70 2 0 2 0 3 3 1 1 3 3 2 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 4 15 11 3 1
62 2 0 2 3 3 3 1 1 3 3 2 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
69 2 0 2 0 3 2 1 1 3 3 2 2 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
65 2 0 2 0 3 3 1 1 3 3 2 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 1 15 11 3 1
66 2 0 2 0 3 3 1 1 3 3 2 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
65 2 0 2 3 3 3 1 1 1 3 0 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
69 2 0 2 0 3 3 1 1 1 3 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 2
68 2 0 2 0 3 3 1 1 1 3 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 2 4 15 11 12 1
80 2 0 2 0 3 2 1 1 1 3 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
71 2 0 2 0 3 3 1 1 1 3 1 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
64 2 0 2 0 3 3 1 1 1 3 1 2 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 3 4 15 11 12 1
61 2 0 2 3 3 3 1 1 1 3 1 2 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
88 2 0 2 0 3 2 1 1 1 3 1 2 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
79 2 0 2 0 3 3 1 1 1 3 1 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 1 15 11 12 1
71 2 0 2 0 3 3 1 1 1 3 1 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
62 2 0 2 3 3 3 1 1 1 3 2 2 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
85 2 0 2 0 3 2 1 1 1 3 2 2 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
74 2 0 2 0 3 3 1 1 1 3 2 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 1 15 11 12 1
75 2 0 2 0 3 3 1 1 1 3 2 2 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
73 2 0 2 0 3 3 1 1 1 3 2 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 1
57 2 0 2 3 3 2 1 1 3 3 0 0 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 1
60 2 0 2 0 3 2 1 1 3 3 0 0 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 2
60 2 0 2 0 3 2 1 1 3 3 0 0 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 2 7 15 11 3 1
63 2 0 2 0 3 2 1 1 3 3 0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
63 2 0 2 0 3 2 1 1 3 3 1 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 16 14 5 6 0 7 15 11 3 1
63 2 0 2 3 3 3 1 1 1 3 2 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
61 2 0 2 0 3 3 1 1 1 3 2 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 4 15 11 12 2
84 2 0 2 0 3 2 1 1 1 3 2 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 16 14 5 6 0 7 15 11 12 1
76 2 0 2 0 3 3 1 1 1 3 2 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
53 2 0 2 3 3 2 1 1 3 3 2 2 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 16 14 5 2 0 7 15 11 3 1
55 2 0 2 3 3 3 1 1 3 3 2 2 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 1 15 11 3 1
55 2 0 2 3 3 3 1 1 3 3 2 2 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
70 2 0 2 3 3 3 1 1 3 3 2 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
70 2 0 2 3 3 3 1 1 3 3 1 2 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 4 15 11 3 1
74 2 0 2 3 3 3 1 1 1 3 1 2 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 3 4 15 11 12 1
70 2 0 2 3 3 2 1 1 1 3 1 2 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 1
70 2 0 2 3 3 3 1 1 1 3 1 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 1 15 11 12 1
61 2 0 2 3 3 3 1 1 1 3 1 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
60 2 0 2 3 3 3 1 1 1 3 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
69 2 0 2 3 3 2 1 1 1 3 2 2 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 16 14 5 2 0 7 15 11 12 1
66 2 0 2 3 3 3 1 1 1 3 2 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 1 15 11 12 1
67 2 0 2 3 3 3 1 1 1 3 2 2 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 0 15 11 12 1
64 2 0 2 3 3 3 1 1 1 3 2 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 16 14 5 2 0 4 15 11 12 1
60 2 0 3 0 3 3 1 1 3 3 2 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
61 2 0 2 0 3 3 1 1 3 3 2 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 4 0 15 11 3 1
57 2 0 2 3 3 3 1 1 3 3 2 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
58 2 0 2 0 3 3 1 1 3 3 2 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 2
69 2 0 2 0 3 3 1 1 3 3 2 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
59 2 0 2 0 3 3 1 1 3 3 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
60 2 0 3 0 3 3 1 1 3 3 0 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
58 2 0 2 3 3 3 1 1 3 3 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 16 14 5 2 0 0 15 11 3 1
65 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 2
65 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 2 15 11 3 1
64 2 0 2 0 3 3 1 1 3 3 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 2 0 15 11 3 1
75 2 0 2 0 3 3 1 1 1 3 0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 16 14 5 6 0 0 15 11 12 1
65 2 0 2 0 3 3 1 1 3 3 0 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
63 2 0 2 0 3 3 1 1 3 3 0 2 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
66 2 0 2 0 3 3 1 1 3 3 1 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 16 14 5 6 0 0 15 11 3 1
65 2 0 3 3 3 3 1 1 3 3 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 16 14 4 2 0 0 15 11 3 1
64 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 2
62 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 2 15 11 3 1
62 2 0 3 0 3 3 1 1 3 3 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 2 0 15 11 3 1
61 2 0 3 0 3 3 1 1 1 3 0 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 16 14 4 6 0 0 15 11 12 1
60 2 0 3 0 3 3 1 1 3 3 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 16 14 4 6 0 0 15 11 3 1
